VIN,Plate Number,Vehicle Year,Vehicle Make,Vehicle Model,Group Policy Insurer Name,Group Policy Number,Group Policy Expiration Date,Peer To Peer Company Name,Peer To Peer Vehicle Added Date
1C4RDJEG2EC484508,KSE8210,2014,Dodge,Durango,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,12/27/2022 12:00:00 AM
1C4RDJEG3MC556590,LAT8549,2021,Dodge,Durango,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,05/06/2023 12:00:00 AM
1C4RJEAG8KC643372,JMX7580,2019,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,08/20/2023 12:00:00 AM
1C4RJFAG0EC384922,GRP3318,2014,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,03/23/2023 12:00:00 AM
1C4RJFAG0LC292416,HMY8455,2020,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,06/03/2023 12:00:00 AM
1C4RJFAG0MC589414,KHM4694,2021,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,06/28/2022 12:00:00 AM
1C4RJFAG1CC255178,JSC 3832,2012,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,12/12/2022 12:00:00 AM
1C4RJFAG1KC569489,JDZ5247,2019,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,05/03/2023 12:00:00 AM
1C4RJFAG1LC250935,HRE6386,2020,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,10/12/2023 12:00:00 AM
1C4RJFAG3CC179155,LDM4069,2012,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,09/17/2023 12:00:00 AM
1C4RJFAG4MC770600,JBR 3915,2021,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,03/23/2023 12:00:00 AM
1C4RJFAG5CC134685,KBD3785,2012,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,08/26/2022 12:00:00 AM
1C4RJFAG5HC701856,VUS490,2017,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,08/01/2022 12:00:00 AM
1C4RJFAG5JC352848,KJK3929,2018,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,10/28/2022 12:00:00 AM
1C4RJFAG5LC326558,KFW4310,2020,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,09/27/2023 12:00:00 AM
1C4RJFAG6MC552495,LFW5448,2021,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,10/11/2023 12:00:00 AM
1C4RJFAG7EC224956,KYW7526,2014,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,08/08/2023 12:00:00 AM
1C4RJFAG7MC759817,GMZ3327,2021,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,06/03/2022 12:00:00 AM
1C4RJFBG0JC334322,FHP2173,2018,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,05/04/2023 12:00:00 AM
1C4RJFBG0KC610600,KDN7171,2019,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,12/22/2022 12:00:00 AM
1C4RJFBG0KC843215,KMU2791,2019,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,08/22/2022 12:00:00 AM
1C4RJFBG0LC415596,HRH6193,2020,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,08/23/2023 12:00:00 AM
1C4RJFBG1EC253366,KXM3014,2014,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,07/31/2022 12:00:00 AM
1C4RJFBG1JC245200,HZG 1541,2018,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,07/07/2022 12:00:00 AM
1C4RJFBG1KC773613,JKA8683,2019,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,04/29/2023 12:00:00 AM
1C4RJFBG1LC143561,JLK5380,2020,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,06/27/2022 12:00:00 AM
1C4RJFBG1MC645200,KZW9198,2021,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,03/02/2023 12:00:00 AM
1C4RJFBG2JC181054,CWA6015,2018,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,08/08/2023 12:00:00 AM
1C4RJFBG2KC671253,KZV8683,2019,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,06/07/2023 12:00:00 AM
1C4RJFBG2LC235312,KZN8666,2020,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,01/31/2023 12:00:00 AM
1C4RJFBG3EC275496,JDE5030,2014,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,04/28/2023 12:00:00 AM
1C4RJFBG3HC863449,JKB2891,2017,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,06/02/2023 12:00:00 AM
1C4RJFBG3MC622615,KKZ7319,2021,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,08/19/2022 12:00:00 AM
1C4RJFBG4FC878054,KJP 5882,2015,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,09/18/2023 12:00:00 AM
1C4RJFBG4GC475628,HEN1132,2016,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,09/18/2023 12:00:00 AM
1C4RJFBG4JC167804,KLH2383,2018,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,05/25/2023 12:00:00 AM
1C4RJFBG5HC963763,JKY7074,2017,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,07/24/2023 12:00:00 AM
1C4RJFBG5JC199659,KZU8398,2018,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,12/02/2022 12:00:00 AM
1C4RJFBG5JC338012,KXS1498,2018,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,09/21/2022 12:00:00 AM
1C4RJFBG5JC504528,KNK7502,2018,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,03/30/2023 12:00:00 AM
1C4RJFBG5KC703564,KTX7988,2019,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,05/06/2023 12:00:00 AM
1C4RJFBG5MC508597,GXF2873,2021,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,07/18/2023 12:00:00 AM
1C4RJFBG5MC533211,KHD1390,2021,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,08/09/2022 12:00:00 AM
1C4RJFBG7JC320109,KZG1174,2018,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,03/13/2023 12:00:00 AM
1C4RJFBG7KC646560,KPG5176,2019,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,07/17/2023 12:00:00 AM
1C4RJFBG7LC234480,KNK4018,2020,Jeep,Grand Cherokee,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,12/22/2022 12:00:00 AM
2GNFLFEK3G6166990,LCS8094,2016,Chevrolet,Equinox,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,10/12/2023 12:00:00 AM
2GNFLGE34E6162765,KBU8239,2014,Chevrolet,Equinox,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,12/02/2022 12:00:00 AM
2GNFLGE39H6238081,DGC1074,2017,Chevrolet,Equinox,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,06/18/2023 12:00:00 AM
2HGFB2F52CH611233,JSA9096,2012,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,07/29/2023 12:00:00 AM
2HGFB2F55DH515811,LEX4662,2013,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,09/26/2023 12:00:00 AM
2HGFB2F56DH508592,KXL3990,2013,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,12/29/2022 12:00:00 AM
2HGFB2F56DH560496,JDZ2023,2013,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,11/21/2022 12:00:00 AM
2HGFC1E56HH706751,KGL7767,2017,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,03/06/2023 12:00:00 AM
2HGFC2F53JH594713,KYG6539,2018,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,01/17/2023 12:00:00 AM
2HGFC2F54JH604911,KMK5028,2018,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,06/27/2022 12:00:00 AM
2HGFC2F56HH550960,KZD4875,2017,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,10/07/2022 12:00:00 AM
2HGFC2F58HH523677,ARF,2017,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,07/31/2022 12:00:00 AM
2HGFC2F61KH520829,KXT6969,2019,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,08/14/2022 12:00:00 AM
2HGFC2F61KH574051,KMU5776,2019,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,07/23/2022 12:00:00 AM
2HGFC2F61MH541943,KUJ6958,2021,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,02/15/2023 12:00:00 AM
2HGFC2F62LH503832,LEV9525,2020,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,10/05/2023 12:00:00 AM
2HGFC2F63LH522938,LAG1876,2020,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,08/22/2022 12:00:00 AM
2HGFC2F63MH512766,LAC5489,2021,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,05/31/2023 12:00:00 AM
2HGFC2F66LH522707,LAE9414,2020,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,05/11/2023 12:00:00 AM
2HGFC2F66LH546344,LBT6750,2020,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,04/19/2023 12:00:00 AM
2HGFC2F67LH506192,KMU2224,2020,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,08/22/2022 12:00:00 AM
2HGFC2F67LH531237,JCU6655,2020,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,08/01/2023 12:00:00 AM
2HGFC2F68KH568571,JLS3812,2019,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,10/04/2022 12:00:00 AM
2HGFC2F68KH588447,KMU2221,2019,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,08/25/2022 12:00:00 AM
2HGFC2F68KH592949,KZV4126,2019,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,05/27/2023 12:00:00 AM
2HGFC2F68LH512891,LFW5869,2020,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,10/05/2023 12:00:00 AM
2HGFC2F71HH566436,KYE3730,2017,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,05/24/2023 12:00:00 AM
2HGFC2F78JH610535,EVY8255,2018,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,01/18/2023 12:00:00 AM
2HGFC2F81LH541697,LCY4498,2020,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,06/30/2023 12:00:00 AM
2HGFC2F82KH549175,KXB7875,2019,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,07/09/2022 12:00:00 AM
2HGFC2F84LH561927,LED8424,2020,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,08/27/2023 12:00:00 AM
2HGFC2F86KH568327,KYX7533,2019,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,10/19/2022 12:00:00 AM
2HGFC2F87KH593012,AYTBYEE,2019,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,12/21/2022 12:00:00 AM
2HGFC2F88LH526193,LBM8986,2020,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,05/25/2023 12:00:00 AM
2HGFC2F88LH531698,LCL4474,2020,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,06/16/2023 12:00:00 AM
2HGFC2F89LH531144,KNK1772,2020,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,01/06/2023 12:00:00 AM
2HGFC3B30KH355406,LEH1265,2019,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,09/07/2023 12:00:00 AM
2HGFC4B50JH301996,KVU4064,2018,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,06/24/2022 12:00:00 AM
2HGFC4B82KH300277,KTT4156,2019,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,08/20/2022 12:00:00 AM
2HGFE1F79PH321502,LDN3614,2023,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,09/09/2023 12:00:00 AM
2HGFE1F96PH312483,JEM1244,2023,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,08/23/2023 12:00:00 AM
2HGFE1F99NH325239,KYV4673,2022,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,09/10/2022 12:00:00 AM
2HGFE2F22PH568533,LDJ7027,2023,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,08/24/2023 12:00:00 AM
2HGFE2F27NH569240,KVF5805,2022,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,06/27/2022 12:00:00 AM
2HGFE2F29PH568996,LDV6295,2023,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,09/01/2023 12:00:00 AM
2HGFE2F50NH502909,MTNCL1MB,2022,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,08/07/2023 12:00:00 AM
2HGFE2F50PH550400,LCA8416,2023,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,06/23/2023 12:00:00 AM
2HGFE2F50PH552261,LCH9731,2023,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,06/30/2023 12:00:00 AM
2HGFE2F51PH549773,LCZ3104,2023,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,07/23/2023 12:00:00 AM
2HGFE2F52NH607452,KYV4019,2022,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,11/07/2022 12:00:00 AM
2HGFE2F52PH513607,KZZ6289,2023,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,07/10/2023 12:00:00 AM
2HGFE2F52PH516703,LEH1261,2023,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,09/06/2023 12:00:00 AM
2HGFE2F52PH529208,LAT2494,2023,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,09/04/2023 12:00:00 AM
2HGFE2F52RH500701,LDV-6248,2023,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,08/23/2023 12:00:00 AM
2HGFE2F53PH510070,KNL-3816,2023,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,12/29/2022 12:00:00 AM
2HGFE2F53PH544431,LCA1989,2023,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,05/19/2023 12:00:00 AM
2HGFE2F54PH504391,KZL3190,2023,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,12/14/2022 12:00:00 AM
2HGFE2F55PH522608,LAL9799,2023,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,02/22/2023 12:00:00 AM
2HGFE2F56NH577971,KVH9634,2022,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,08/19/2022 12:00:00 AM
2HGFE2F56PH522519,LAP3739,2023,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,02/21/2023 12:00:00 AM
2HGFE2F57NH580488,KVG7766,2022,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,08/07/2023 12:00:00 AM
2HGFE2F57PH500349,KZN1059,2023,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,02/01/2023 12:00:00 AM
2HGFE2F58NH568642,LEP9508,2022,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,07/31/2023 12:00:00 AM
2HGFE2F58PH507620,LDX3511,2023,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,01/03/2023 12:00:00 AM
2HGFE2F58PH514289,LAF4020,2023,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,01/19/2023 12:00:00 AM
2HGFE2F58PH525213,LAV 6748,2023,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,03/09/2023 12:00:00 AM
2HGFE2F58PH564366,LED8422,2023,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,08/17/2023 12:00:00 AM
2HGFE2F5XPH525777,LAK9787,2023,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,03/08/2023 12:00:00 AM
2HGFE2F5XRH504608,LEV6126,2023,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,09/21/2023 12:00:00 AM
2HGFG4A55DH701739,KWU7614,2013,Honda,Civic,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,01/07/2023 12:00:00 AM
2HKRM4H30EH691820,LDH2565,2014,Honda,CR-V,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,08/29/2023 12:00:00 AM
2HKRM4H38DH623621,GME8843,2013,Honda,CR-V,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,06/27/2022 12:00:00 AM
2HKRM4H54GH728470,JLR9196,2016,Honda,CR-V,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,09/19/2023 12:00:00 AM
2HKRM4H56EH631462,GYV9138,2014,Honda,CR-V,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,09/22/2023 12:00:00 AM
2HKRM4H58EH690920,KBP8320,2014,Honda,CR-V,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,01/10/2023 12:00:00 AM
2HKRM4H5XDH652331,KZV4081,2013,Honda,CR-V,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,12/09/2022 12:00:00 AM
2HKRM4H70GH709397,LAK1280,2016,Honda,CR-V,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,03/27/2023 12:00:00 AM
2HKRM4H72GH722474,HME6114,2016,Honda,CR-V,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,06/16/2023 12:00:00 AM
2HKRM4H73GH682437,LDY2285,2016,Honda,CR-V,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,09/18/2023 12:00:00 AM
2HKRS4H75RH404826,LDV6132,2024,Honda,CR-V,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,08/06/2023 12:00:00 AM
2HKRS6H93PH805799,KYT3095,2023,Honda,CR-V Hybrid,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,08/19/2023 12:00:00 AM
2HKRS6H95PH816268,LCM4988,2023,Honda,CR-V Hybrid,Travelers Excess and Surplus Lines Company,HC2Q-CAP-0T011605-TXS-23,02/01/2024 12:00:00 AM,Turo,09/02/2023 12:00:00 AM
